timestamp_ist,corridor_id,corridor_name,route_status,traffic_data_status,weather_api_status,distance_km,reference_duration_min,actual_duration_min,reference_speed_kmh,actual_speed_kmh,delay_ratio,congestion_index,temperature_c,humidity_pct,weather_condition,rain_1h_mm
2026-09-02 10:10:58,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,20.63,26.53,26.2,1.012,0.012,25.03,68,Clouds,0
2026-09-02 10:10:58,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,21.48,29.31,26.2,1.119,0.119,25.03,68,Clouds,0
2026-09-02 11:11:20,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.09,14.6,15.15,25.03,24.12,1.038,0.038,25.59,66,Clouds,0
2026-09-02 11:11:20,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,20.5,26.53,26.37,1.006,0.006,25.59,66,Clouds,0
2026-09-02 11:11:20,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.85,21.82,24.32,23.24,1.047,0.047,25.59,66,Clouds,0
2026-09-02 12:15:20,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.09,14.6,15.67,25.03,23.32,1.073,0.073,26.7,63,Clouds,0
2026-09-02 12:15:20,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,23.28,26.53,23.22,1.142,0.142,26.7,63,Clouds,0
2026-09-02 12:15:20,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.85,22.8,24.32,22.24,1.094,0.094,26.7,63,Clouds,0
2026-09-02 13:10:25,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.05,25.12,23.29,1.079,0.079,30.03,54,Clouds,0
2026-09-02 13:10:25,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,10.57,23.25,26.38,27.28,24.04,1.135,0.135,30.03,54,Clouds,0
2026-09-02 13:10:25,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,23.03,29.31,24.44,1.199,0.199,30.03,54,Clouds,0
2026-09-02 14:10:54,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.03,25.12,21.95,1.144,0.144,30.03,51,Clouds,0
2026-09-02 14:10:54,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,24.15,26.53,22.39,1.185,0.185,30.03,51,Clouds,0
2026-09-02 14:10:54,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,20.8,29.31,27.06,1.083,0.083,30.03,51,Clouds,0
2026-09-02 15:10:28,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.23,25.12,21.69,1.158,0.158,27.25,55,Clouds,0
2026-09-02 15:10:28,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,27.68,26.53,19.53,1.358,0.358,27.25,55,Clouds,0
2026-09-02 15:10:28,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,23.12,29.31,24.34,1.204,0.204,27.25,55,Clouds,0
2026-09-02 16:10:25,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.47,25.12,22.7,1.107,0.107,28.36,54,Clouds,0
2026-09-02 16:10:25,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,25.05,26.53,21.58,1.229,0.229,28.36,54,Clouds,0
2026-09-02 16:10:25,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,23.8,29.31,23.65,1.24,0.24,28.36,54,Clouds,0
2026-09-02 17:10:02,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.35,25.12,21.54,1.166,0.166,27.81,54,Clouds,0
2026-09-02 17:10:02,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,23.03,26.53,23.47,1.13,0.13,27.81,54,Clouds,0
2026-09-02 17:10:02,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.63,20.62,23.38,28.02,24.71,1.134,0.134,27.81,54,Clouds,0
2026-09-02 18:14:10,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,18.77,25.12,19.91,1.261,0.261,25.15,56,Clouds,0
2026-09-02 18:14:10,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,23.4,26.53,23.1,1.148,0.148,25.15,56,Clouds,0
2026-09-02 18:14:10,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,22.52,29.31,24.99,1.173,0.173,25.15,56,Clouds,0
2026-09-02 19:11:16,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.75,25.12,22.32,1.126,0.126,22.22,68,Rain,0.7
2026-09-02 19:11:16,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,21.35,26.53,25.32,1.048,0.048,22.22,68,Rain,0.7
2026-09-02 19:11:16,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,19.62,29.31,28.69,1.022,0.022,22.22,68,Rain,0.7
2026-09-02 20:12:02,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.53,25.12,24.07,1.044,0.044,20.61,76,Rain,0.87
2026-09-02 20:12:02,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,21.5,26.53,25.14,1.055,0.055,20.61,76,Rain,0.87
2026-09-02 20:12:02,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,18.97,29.31,29.67,0.988,-0.012,20.61,76,Rain,0.87
2026-09-02 21:13:46,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,12.97,25.12,28.82,0.872,-0.128,19.81,78,Rain,0.88
2026-09-02 21:13:46,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,19.87,26.53,27.21,0.975,-0.025,19.81,78,Rain,0.88
2026-09-02 21:13:46,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,17.42,29.31,32.31,0.907,-0.093,19.81,78,Rain,0.88
2026-09-02 22:11:18,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,11.23,25.12,33.29,0.755,-0.245,21.7,73,Rain,1.34
2026-09-02 22:11:18,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,17.57,26.53,30.77,0.862,-0.138,21.7,73,Rain,1.34
2026-09-02 22:11:18,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.85,15.88,24.32,31.93,0.762,-0.238,21.7,73,Rain,1.34
2026-09-03 06:15:12,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,10.1,25.12,37.01,0.679,-0.321,17.81,85,Clouds,0
2026-09-03 06:15:12,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,13.75,26.53,39.32,0.675,-0.325,17.81,85,Clouds,0
2026-09-03 06:15:12,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.85,15.23,24.32,33.29,0.73,-0.27,17.81,85,Clouds,0
2026-09-03 07:11:19,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,10.3,25.12,36.29,0.692,-0.308,18.92,81,Clouds,0
2026-09-03 07:11:19,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,15.02,26.53,35.99,0.737,-0.263,18.92,81,Clouds,0
2026-09-03 07:11:19,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.85,15.05,24.32,33.69,0.722,-0.278,18.92,81,Clouds,0
2026-09-03 10:48:00,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.05,25.12,24.84,1.011,0.011,23.75,56,Clouds,0
2026-09-03 10:48:00,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,20.65,26.53,26.18,1.013,0.013,23.75,56,Clouds,0
2026-09-03 10:48:00,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.09,20.63,21.5,23.53,22.58,1.042,0.042,23.75,56,Clouds,0
2026-09-03 11:23:01,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.85,25.12,23.58,1.065,0.065,25.19,54,Clouds,0
2026-09-03 11:23:01,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,21.32,26.53,25.36,1.046,0.046,25.19,54,Clouds,0
2026-09-03 11:23:01,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,21.8,29.31,25.82,1.135,0.135,25.19,54,Clouds,0
2026-09-03 12:14:13,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.98,25.12,23.39,1.074,0.074,30.03,51,Clear,0
2026-09-03 12:14:13,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,22.2,26.53,24.35,1.089,0.089,30.03,51,Clear,0
2026-09-03 12:14:13,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,21.93,29.31,25.66,1.142,0.142,30.03,51,Clear,0
2026-09-03 13:10:38,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.68,25.12,23.84,1.054,0.054,30.59,48,Clear,0
2026-09-03 13:10:38,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,21.85,26.53,24.74,1.072,0.072,30.59,48,Clear,0
2026-09-03 13:10:38,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,21.78,29.31,25.84,1.134,0.134,30.59,48,Clear,0
2026-09-03 14:12:09,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.32,25.12,22.9,1.097,0.097,27.73,41,Clear,0
2026-09-03 14:12:09,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,22.57,26.53,23.95,1.107,0.107,27.73,41,Clear,0
2026-09-03 14:12:09,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,20.85,29.31,26.99,1.086,0.086,27.73,41,Clear,0
2026-09-03 15:10:59,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.88,25.12,22.14,1.134,0.134,28.54,39,Clear,0
2026-09-03 15:10:59,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,27.08,26.53,19.96,1.329,0.329,28.54,39,Clear,0
2026-09-03 15:10:59,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,22.13,29.31,25.43,1.153,0.153,28.54,39,Clear,0
2026-09-03 16:09:52,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.97,25.12,22.03,1.14,0.14,28.05,40,Clear,0
2026-09-03 16:09:52,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,24.7,26.53,21.89,1.212,0.212,28.05,40,Clear,0
2026-09-03 16:09:52,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,22.25,29.31,25.29,1.159,0.159,28.05,40,Clear,0
2026-09-03 17:09:56,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,18.2,25.12,20.54,1.223,0.223,27.95,45,Clear,0
2026-09-03 17:09:56,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,24.27,26.53,22.27,1.191,0.191,27.95,45,Clear,0
2026-09-03 17:09:56,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.63,23.8,23.13,24.28,24.98,0.972,-0.028,27.95,45,Clear,0
2026-09-03 18:14:25,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.65,25.12,21.18,1.186,0.186,24.8,58,Clear,0
2026-09-03 18:14:25,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,24.03,26.53,22.5,1.179,0.179,24.8,58,Clear,0
2026-09-03 18:14:25,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,21.75,29.31,25.88,1.133,0.133,24.8,58,Clear,0
2026-09-03 19:11:01,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.5,25.12,21.36,1.176,0.176,22.2,63,Rain,0.12
2026-09-03 19:11:01,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,23.18,26.53,23.32,1.137,0.137,22.2,63,Rain,0.12
2026-09-03 19:11:01,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,19.92,29.31,28.25,1.038,0.038,22.2,63,Rain,0.12
2026-09-03 20:10:53,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,18.75,25.12,19.94,1.26,0.26,21.47,67,Clear,0
2026-09-03 20:10:53,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,20.83,26.53,25.95,1.022,0.022,21.47,67,Clear,0
2026-09-03 20:10:53,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,19.08,29.31,29.5,0.994,-0.006,21.47,67,Clear,0
2026-09-03 21:10:38,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,13.12,25.12,28.49,0.882,-0.118,20.86,68,Clear,0
2026-09-03 21:10:38,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,19.73,26.53,27.4,0.968,-0.032,20.86,68,Clear,0
2026-09-03 21:10:38,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.85,17.57,24.32,28.86,0.843,-0.157,20.86,68,Clear,0
2026-09-03 22:11:07,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,11.33,25.12,32.99,0.761,-0.239,20.06,70,Clear,0
2026-09-03 22:11:07,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,16.62,26.53,32.53,0.816,-0.184,20.06,70,Clear,0
2026-09-03 22:11:07,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.85,16.0,24.32,31.69,0.767,-0.233,20.06,70,Clear,0
2026-09-04 06:13:53,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,10.02,25.12,37.31,0.673,-0.327,18.92,80,Clouds,0
2026-09-04 06:13:53,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,13.45,26.53,40.19,0.66,-0.34,18.92,80,Clouds,0
2026-09-04 06:13:53,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.85,15.35,24.32,33.03,0.736,-0.264,18.92,80,Clouds,0
2026-09-04 07:09:16,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,10.32,25.12,36.22,0.694,-0.306,18.36,77,Clouds,0
2026-09-04 07:09:16,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,14.58,26.53,37.08,0.715,-0.285,18.36,77,Clouds,0
2026-09-04 07:09:16,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.85,15.33,24.32,33.07,0.735,-0.265,18.36,77,Clouds,0
2026-09-04 08:09:46,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,11.15,25.12,33.52,0.749,-0.251,18.92,77,Rain,0.1
2026-09-04 08:09:46,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,16.82,26.53,32.14,0.825,-0.175,18.92,77,Rain,0.1
2026-09-04 08:09:46,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.85,16.2,24.32,31.3,0.777,-0.223,18.92,77,Rain,0.1
2026-09-04 09:10:06,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,11.82,25.12,31.62,0.794,-0.206,20.59,68,Clouds,0
2026-09-04 09:10:06,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,16.95,26.53,31.89,0.832,-0.168,20.59,68,Clouds,0
2026-09-04 09:10:06,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,16.62,29.31,33.86,0.866,-0.134,20.59,68,Clouds,0
2026-09-04 10:10:40,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,12.95,25.12,28.86,0.87,-0.13,23.36,59,Clouds,0
2026-09-04 10:10:40,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,18.37,26.53,29.43,0.901,-0.099,23.36,59,Clouds,0
2026-09-04 10:10:40,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,17.55,29.31,32.07,0.914,-0.086,23.36,59,Clouds,0
2026-09-04 11:09:59,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,14.05,25.12,26.6,0.944,-0.056,25.03,53,Clouds,0
2026-09-04 11:09:59,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,19.38,26.53,27.89,0.951,-0.049,25.03,53,Clouds,0
2026-09-04 11:09:59,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.2,19.02,29.31,29.59,0.991,-0.009,25.03,53,Clouds,0
