timestamp_ist,hour_of_day,day_of_week,is_peak_hour,corridor_id,corridor_name,route_status,traffic_data_status,weather_api_status,distance_km,reference_duration_min,actual_duration_min,reference_speed_kmh,actual_speed_kmh,delay_ratio,congestion_index,temperature_c,humidity_pct,weather_condition,rain_1h_mm
2026-09-01 17:10:26,17,Tuesday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.77,25.12,21.04,1.194,0.194,30.3,61,Rain,0.27
2026-09-01 17:10:26,17,Tuesday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,25.7,26.53,21.04,1.261,0.261,30.3,61,Rain,0.27
2026-09-01 17:10:26,17,Tuesday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,24.5,23.88,22.97,23.57,0.975,-0.025,30.3,61,Rain,0.27
2026-09-01 18:14:22,18,Tuesday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,18.7,25.12,19.99,1.257,0.257,23.36,76,Rain,0.55
2026-09-01 18:14:22,18,Tuesday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,23.98,26.53,22.54,1.177,0.177,23.36,76,Rain,0.55
2026-09-01 18:14:22,18,Tuesday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,22.27,29.28,25.27,1.159,0.159,23.36,76,Rain,0.55
2026-09-01 19:10:53,19,Tuesday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.9,25.12,20.88,1.203,0.203,22.25,79,Rain,1.17
2026-09-01 19:10:53,19,Tuesday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,22.42,26.53,24.11,1.1,0.1,22.25,79,Rain,1.17
2026-09-01 19:10:53,19,Tuesday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,20.03,29.28,28.1,1.042,0.042,22.25,79,Rain,1.17
2026-09-01 20:16:18,20,Tuesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.73,25.12,23.76,1.057,0.057,22.25,81,Rain,0.7
2026-09-01 20:16:18,20,Tuesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,20.97,26.53,25.78,1.029,0.029,22.25,81,Rain,0.7
2026-09-01 20:16:18,20,Tuesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,18.6,29.28,30.26,0.968,-0.032,22.25,81,Rain,0.7
2026-09-01 21:38:23,21,Tuesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,12.25,25.12,30.51,0.823,-0.177,21.14,83,Rain,0.6
2026-09-01 21:38:23,21,Tuesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,18.67,26.53,28.96,0.916,-0.084,21.14,83,Rain,0.6
2026-09-01 21:38:23,21,Tuesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,16.62,24.29,30.51,0.796,-0.204,21.14,83,Rain,0.6
2026-09-01 22:19:28,22,Tuesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,11.82,25.12,31.62,0.794,-0.206,21.7,83,Rain,0.52
2026-09-01 22:19:28,22,Tuesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,17.48,26.53,30.93,0.858,-0.142,21.7,83,Rain,0.52
2026-09-01 22:19:28,22,Tuesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,15.43,24.29,32.86,0.739,-0.261,21.7,83,Rain,0.52
2026-09-02 06:13:54,6,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,10.28,25.12,36.36,0.691,-0.309,19.47,90,Clear,0
2026-09-02 06:13:54,6,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,13.8,26.53,39.17,0.677,-0.323,19.47,90,Clear,0
2026-09-02 06:13:54,6,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,15.58,24.29,32.54,0.747,-0.253,19.47,90,Clear,0
2026-09-02 07:15:31,7,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,10.78,25.12,34.68,0.724,-0.276,20.59,87,Clear,0
2026-09-02 07:15:31,7,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,14.63,26.53,36.95,0.718,-0.282,20.59,87,Clear,0
2026-09-02 07:15:31,7,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,14.92,24.29,33.98,0.715,-0.285,20.59,87,Clear,0
2026-09-02 08:16:03,8,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,12.55,25.12,29.78,0.843,-0.157,21.7,83,Clouds,0
2026-09-02 08:16:03,8,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,20.2,26.53,26.76,0.991,-0.009,21.7,83,Clouds,0
2026-09-02 08:16:03,8,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,16.33,29.28,34.46,0.85,-0.15,21.7,83,Clouds,0
2026-09-02 09:09:56,9,Wednesday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.09,14.62,14.38,24.99,25.41,0.984,-0.016,23.36,76,Clouds,0
2026-09-02 09:09:56,9,Wednesday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,21.3,26.53,25.38,1.045,0.045,23.36,76,Clouds,0
2026-09-02 09:09:56,9,Wednesday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,19.27,29.28,29.21,1.003,0.003,23.36,76,Clouds,0
2026-09-02 10:10:58,10,Wednesday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.09,14.62,14.38,24.99,25.41,0.984,-0.016,25.03,68,Clouds,0
2026-09-02 10:10:58,10,Wednesday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,20.63,26.53,26.2,1.012,0.012,25.03,68,Clouds,0
2026-09-02 10:10:58,10,Wednesday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,21.48,29.28,26.2,1.118,0.118,25.03,68,Clouds,0
2026-09-02 11:11:20,11,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.09,14.62,15.15,24.99,24.12,1.036,0.036,25.59,66,Clouds,0
2026-09-02 11:11:20,11,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,20.53,26.53,26.33,1.007,0.007,25.59,66,Clouds,0
2026-09-02 11:11:20,11,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,21.82,24.29,23.24,1.046,0.046,25.59,66,Clouds,0
2026-09-02 12:15:20,12,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.09,14.62,15.67,24.99,23.32,1.072,0.072,26.7,63,Clouds,0
2026-09-02 12:15:20,12,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,23.28,26.53,23.22,1.142,0.142,26.7,63,Clouds,0
2026-09-02 12:15:20,12,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,22.8,24.29,22.24,1.092,0.092,26.7,63,Clouds,0
2026-09-02 13:10:25,13,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.05,25.12,23.29,1.079,0.079,30.03,54,Clouds,0
2026-09-02 13:10:25,13,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,10.57,23.25,26.38,27.28,24.04,1.135,0.135,30.03,54,Clouds,0
2026-09-02 13:10:25,13,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,23.03,29.28,24.44,1.198,0.198,30.03,54,Clouds,0
2026-09-02 14:10:54,14,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.03,25.12,21.95,1.144,0.144,30.03,51,Clouds,0
2026-09-02 14:10:54,14,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,23.87,26.53,22.65,1.171,0.171,30.03,51,Clouds,0
2026-09-02 14:10:54,14,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,20.8,29.28,27.06,1.082,0.082,30.03,51,Clouds,0
2026-09-02 15:10:28,15,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.23,25.12,21.69,1.158,0.158,27.25,55,Clouds,0
2026-09-02 15:10:28,15,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,27.68,26.53,19.53,1.358,0.358,27.25,55,Clouds,0
2026-09-02 15:10:28,15,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,23.12,29.28,24.34,1.203,0.203,27.25,55,Clouds,0
2026-09-02 16:10:25,16,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.47,25.12,22.7,1.107,0.107,28.36,54,Clouds,0
2026-09-02 16:10:25,16,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,25.05,26.53,21.58,1.229,0.229,28.36,54,Clouds,0
2026-09-02 16:10:25,16,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,23.8,29.28,23.65,1.238,0.238,28.36,54,Clouds,0
2026-09-02 17:10:02,17,Wednesday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.35,25.12,21.54,1.166,0.166,27.81,54,Clouds,0
2026-09-02 17:10:02,17,Wednesday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,23.03,26.53,23.47,1.13,0.13,27.81,54,Clouds,0
2026-09-02 17:10:02,17,Wednesday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.63,20.62,23.38,28.02,24.71,1.134,0.134,27.81,54,Clouds,0
2026-09-02 18:14:10,18,Wednesday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,18.77,25.12,19.91,1.261,0.261,25.15,56,Clouds,0
2026-09-02 18:14:10,18,Wednesday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,23.4,26.53,23.1,1.148,0.148,25.15,56,Clouds,0
2026-09-02 18:14:10,18,Wednesday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,22.52,29.28,24.99,1.172,0.172,25.15,56,Clouds,0
2026-09-02 19:11:16,19,Wednesday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.75,25.12,22.32,1.126,0.126,22.22,68,Rain,0.7
2026-09-02 19:11:16,19,Wednesday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,21.35,26.53,25.32,1.048,0.048,22.22,68,Rain,0.7
2026-09-02 19:11:16,19,Wednesday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,19.62,29.28,28.69,1.021,0.021,22.22,68,Rain,0.7
2026-09-02 20:12:02,20,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.53,25.12,24.07,1.044,0.044,20.61,76,Rain,0.87
2026-09-02 20:12:02,20,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,21.5,26.53,25.14,1.055,0.055,20.61,76,Rain,0.87
2026-09-02 20:12:02,20,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,18.97,29.28,29.67,0.987,-0.013,20.61,76,Rain,0.87
2026-09-02 21:13:46,21,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,12.97,25.12,28.82,0.872,-0.128,19.81,78,Rain,0.88
2026-09-02 21:13:46,21,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,19.87,26.53,27.21,0.975,-0.025,19.81,78,Rain,0.88
2026-09-02 21:13:46,21,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,17.42,29.28,32.31,0.906,-0.094,19.81,78,Rain,0.88
2026-09-02 22:11:18,22,Wednesday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,11.23,25.12,33.29,0.755,-0.245,21.7,73,Rain,1.34
2026-09-02 22:11:18,22,Wednesday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,17.58,26.53,30.75,0.863,-0.137,21.7,73,Rain,1.34
2026-09-02 22:11:18,22,Wednesday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,15.88,24.29,31.93,0.761,-0.239,21.7,73,Rain,1.34
2026-09-03 06:15:12,6,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,10.1,25.12,37.01,0.679,-0.321,17.81,85,Clouds,0
2026-09-03 06:15:12,6,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,13.75,26.53,39.32,0.675,-0.325,17.81,85,Clouds,0
2026-09-03 06:15:12,6,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,15.23,24.29,33.29,0.73,-0.27,17.81,85,Clouds,0
2026-09-03 07:11:19,7,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,10.3,25.12,36.29,0.692,-0.308,18.92,81,Clouds,0
2026-09-03 07:11:19,7,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,15.02,26.53,35.99,0.737,-0.263,18.92,81,Clouds,0
2026-09-03 07:11:19,7,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,15.05,24.29,33.69,0.721,-0.279,18.92,81,Clouds,0
2026-09-03 10:48:00,10,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.05,25.12,24.84,1.011,0.011,23.75,56,Clouds,0
2026-09-03 10:48:00,10,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,20.65,26.53,26.18,1.013,0.013,23.75,56,Clouds,0
2026-09-03 10:48:00,10,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.09,20.63,21.52,23.53,22.56,1.043,0.043,23.75,56,Clouds,0
2026-09-03 11:23:01,11,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.85,25.12,23.58,1.065,0.065,25.19,54,Clouds,0
2026-09-03 11:23:01,11,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,21.32,26.53,25.36,1.046,0.046,25.19,54,Clouds,0
2026-09-03 11:23:01,11,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.09,20.63,21.57,23.53,22.5,1.046,0.046,25.19,54,Clouds,0
2026-09-03 12:14:13,12,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.98,25.12,23.39,1.074,0.074,30.03,51,Clear,0
2026-09-03 12:14:13,12,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,22.2,26.53,24.35,1.089,0.089,30.03,51,Clear,0
2026-09-03 12:14:13,12,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,21.93,29.28,25.66,1.141,0.141,30.03,51,Clear,0
2026-09-03 13:10:38,13,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,15.68,25.12,23.84,1.054,0.054,30.59,48,Clear,0
2026-09-03 13:10:38,13,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,21.85,26.53,24.74,1.072,0.072,30.59,48,Clear,0
2026-09-03 13:10:38,13,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,21.78,29.28,25.84,1.133,0.133,30.59,48,Clear,0
2026-09-03 14:12:09,14,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.32,25.12,22.9,1.097,0.097,27.73,41,Clear,0
2026-09-03 14:12:09,14,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,22.57,26.53,23.95,1.107,0.107,27.73,41,Clear,0
2026-09-03 14:12:09,14,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,20.85,29.28,26.99,1.085,0.085,27.73,41,Clear,0
2026-09-03 15:10:59,15,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.88,25.12,22.14,1.134,0.134,28.54,39,Clear,0
2026-09-03 15:10:59,15,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,27.08,26.53,19.96,1.329,0.329,28.54,39,Clear,0
2026-09-03 15:10:59,15,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,22.13,29.28,25.43,1.151,0.151,28.54,39,Clear,0
2026-09-03 16:09:52,16,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,16.97,25.12,22.03,1.14,0.14,28.05,40,Clear,0
2026-09-03 16:09:52,16,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,24.7,26.53,21.89,1.212,0.212,28.05,40,Clear,0
2026-09-03 16:09:52,16,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,22.25,29.28,25.29,1.158,0.158,28.05,40,Clear,0
2026-09-03 17:09:56,17,Thursday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,18.2,25.12,20.54,1.223,0.223,27.95,45,Clear,0
2026-09-03 17:09:56,17,Thursday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,24.27,26.53,22.27,1.191,0.191,27.95,45,Clear,0
2026-09-03 17:09:56,17,Thursday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.63,20.62,23.13,28.02,24.98,1.122,0.122,27.95,45,Clear,0
2026-09-03 18:14:25,18,Thursday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.65,25.12,21.18,1.186,0.186,24.8,58,Clear,0
2026-09-03 18:14:25,18,Thursday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,24.03,26.53,22.5,1.179,0.179,24.8,58,Clear,0
2026-09-03 18:14:25,18,Thursday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,21.78,29.28,25.84,1.133,0.133,24.8,58,Clear,0
2026-09-03 19:11:01,19,Thursday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,17.5,25.12,21.36,1.176,0.176,22.2,63,Rain,0.12
2026-09-03 19:11:01,19,Thursday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,23.18,26.53,23.32,1.137,0.137,22.2,63,Rain,0.12
2026-09-03 19:11:01,19,Thursday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,19.92,29.28,28.25,1.036,0.036,22.2,63,Rain,0.12
2026-09-03 20:10:53,20,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,18.75,25.12,19.94,1.26,0.26,21.47,67,Clear,0
2026-09-03 20:10:53,20,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,20.8,26.53,25.99,1.021,0.021,21.47,67,Clear,0
2026-09-03 20:10:53,20,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,19.08,29.28,29.5,0.993,-0.007,21.47,67,Clear,0
2026-09-03 21:10:38,21,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,13.12,25.12,28.49,0.882,-0.118,20.86,68,Clear,0
2026-09-03 21:10:38,21,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,19.73,26.53,27.4,0.968,-0.032,20.86,68,Clear,0
2026-09-03 21:10:38,21,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,17.57,24.29,28.86,0.842,-0.158,20.86,68,Clear,0
2026-09-03 22:11:07,22,Thursday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,11.33,25.12,32.99,0.761,-0.239,20.06,70,Clear,0
2026-09-03 22:11:07,22,Thursday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,16.62,26.53,32.53,0.816,-0.184,20.06,70,Clear,0
2026-09-03 22:11:07,22,Thursday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,16.0,24.29,31.69,0.767,-0.233,20.06,70,Clear,0
2026-09-04 06:13:53,6,Friday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,10.02,25.12,37.31,0.673,-0.327,18.92,80,Clouds,0
2026-09-04 06:13:53,6,Friday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,13.67,26.53,39.55,0.671,-0.329,18.92,80,Clouds,0
2026-09-04 06:13:53,6,Friday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,15.32,24.29,33.09,0.734,-0.266,18.92,80,Clouds,0
2026-09-04 07:09:16,7,Friday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,10.3,25.12,36.29,0.692,-0.308,18.36,77,Clouds,0
2026-09-04 07:09:16,7,Friday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,14.57,26.53,37.1,0.715,-0.285,18.36,77,Clouds,0
2026-09-04 07:09:16,7,Friday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,15.28,24.29,33.18,0.732,-0.268,18.36,77,Clouds,0
2026-09-04 08:09:46,8,Friday,0,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,11.15,25.12,33.52,0.749,-0.251,18.92,77,Rain,0.1
2026-09-04 08:09:46,8,Friday,0,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,16.82,26.53,32.14,0.825,-0.175,18.92,77,Rain,0.1
2026-09-04 08:09:46,8,Friday,0,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,8.45,20.87,16.2,24.29,31.3,0.776,-0.224,18.92,77,Rain,0.1
2026-09-04 09:10:06,9,Friday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,11.82,25.12,31.62,0.794,-0.206,20.59,68,Clouds,0
2026-09-04 09:10:06,9,Friday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,16.95,26.53,31.89,0.832,-0.168,20.59,68,Clouds,0
2026-09-04 09:10:06,9,Friday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,16.62,29.28,33.86,0.865,-0.135,20.59,68,Clouds,0
2026-09-04 10:10:40,10,Friday,1,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,6.23,14.88,12.95,25.12,28.86,0.87,-0.13,23.36,59,Clouds,0
2026-09-04 10:10:40,10,Friday,1,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,9.01,20.38,18.37,26.53,29.43,0.901,-0.099,23.36,59,Clouds,0
2026-09-04 10:10:40,10,Friday,1,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,9.38,19.22,17.53,29.28,32.1,0.912,-0.088,23.36,59,Clouds,0
